"","name","genus","species","floron","radar"
"1664","Ranunculus pseudofluitans","Ranunculus","pseudofluitans",TRUE,FALSE
"1665","Callitriche brutia","Callitriche","brutia",TRUE,FALSE
"1666","Koeleria macrantha","Koeleria","macrantha",TRUE,FALSE
"1667","Actinidia deliciosa","Actinidia","deliciosa",FALSE,TRUE
"1668","Aframomum melegueta","Aframomum","melegueta",FALSE,TRUE
"1669","Agrostis stolonifera subsp. marina","Agrostis","stolonifera subsp. marina",FALSE,TRUE
"1670","Alchemilla vulgaris s.l.","Alchemilla","vulgaris s.l.",FALSE,TRUE
"1671","Alkekengi officinarum","Alkekengi","officinarum",FALSE,TRUE
"1672","Allium porrum","Allium","porrum",FALSE,TRUE
"1673","Allium sativum","Allium","sativum",FALSE,TRUE
"1674","Althaea rosea","Althaea","rosea",FALSE,TRUE
"1675","Amaranthaceae (ex Chenopodiaceae)","Amaranthaceae","(ex Chenopodiaceae)",FALSE,TRUE
"1676","Anagallis arvensis","Anagallis","arvensis",FALSE,TRUE
"1677","Anethum graveolens","Anethum","graveolens",FALSE,TRUE
"1678","Anthriscus cerefolium","Anthriscus","cerefolium",FALSE,TRUE
"1679","Arabis hirsuta","Arabis","hirsuta",FALSE,TRUE
"1680","Arachis hypogaea","Arachis","hypogaea",FALSE,TRUE
